block,presentation,shape1,shape2,shape3,span,is_set,train_test
0,lll,gsf,bml,rml,3,0,train
0,lrr,btf,gtf,rtf,1,1,train
0,rll,gsf,rsf,gtf,1,0,train
0,rrl,bmf,rmf,btf,1,0,train
0,rrr,btl,rmf,gmf,3,0,train
0,lrl,gsf,btd,rml,3,1,train
0,llr,rsf,gtl,bmd,3,1,train
0,rlr,rmd,gmd,bmd,1,1,train
1,lll,bmd,bmf,bml,1,1,test
1,lrl,btd,btl,btf,1,1,test
1,llr,rsf,btd,rtl,3,0,test
1,lrl,bsf,rsf,rmf,1,0,test
1,llr,bml,bmd,btl,1,0,test
1,rrr,bsl,btl,gsl,1,0,test
1,llr,btd,bsd,bmd,1,1,test
1,lll,rmd,gtf,bsl,3,1,test
1,lll,rsf,rsd,gsf,1,0,test
1,llr,gsf,rmd,gsl,3,0,test
1,rrr,rtl,gsf,btf,3,0,test
1,lrl,gml,rsd,gsf,3,0,test
1,llr,bmf,btf,bsf,1,1,test
1,rrr,rsd,gml,bsd,3,0,test
1,llr,bsf,gtl,rmd,3,1,test
1,rrr,rtf,rsf,btf,1,0,test
1,llr,btl,gsd,rmf,3,1,test
1,lll,gtd,rmf,gml,3,0,test
1,lll,bsl,gsl,gml,1,0,test
1,rrr,btf,rml,gsd,3,1,test
1,lrl,btl,btf,btd,1,1,test
1,lll,bmf,bml,rmf,1,0,test
1,lrl,rsd,bsd,rsl,1,0,test
1,lrl,gtf,rsl,gtd,3,0,test
1,rrr,btf,gmd,rsl,3,1,test
1,lll,rtf,gmd,bmf,3,0,test
1,lll,rtf,rtl,rtd,1,1,test
1,lrl,rtl,bmd,gsf,3,1,test
1,rrr,gtl,rtl,btl,1,1,test
1,lll,btl,rmd,gtl,3,0,test
1,lrl,btl,rsd,gmf,3,1,test
1,llr,rsd,rtd,rmd,1,1,test
1,rrr,bsf,rtl,gmd,3,1,test
1,lll,gsl,gsf,gsd,1,1,test
1,lrl,gtf,bml,gsl,3,0,test
1,rrr,rml,rsl,rtl,1,1,test
1,lll,bml,rtd,gsf,3,1,test
1,llr,bsd,rtf,bmf,3,0,test
1,llr,gsl,bmd,rtf,3,1,test
1,rrr,gtl,bsf,rtf,3,0,test
1,lrl,bml,bmd,bmf,1,1,test
1,lrl,bmf,rmf,rtf,1,0,test
1,llr,rmd,rsd,bmd,1,0,test
1,rrr,gmd,gsd,gtd,1,1,test
1,llr,gml,gtl,rml,1,0,test
1,lrl,gmf,bsd,rtl,3,1,test
1,rrr,gsl,gsd,bsd,1,0,test
1,lll,bsl,gtd,rmf,3,1,test
2,rrl,gsd,rtf,bml,3,1,test
2,rrr,gsf,gsd,gsl,1,1,test
2,rlr,bsf,gmd,rtl,3,1,test
2,lll,gtl,gtd,gml,1,0,test
2,lll,gmf,bsd,gsl,3,0,test
2,rlr,gmf,gml,gmd,1,1,test
2,rlr,rsl,gtf,bmd,3,1,test
2,rrr,gsd,rml,btf,3,1,test
2,rrr,rsf,rmf,rtf,1,1,test
2,rrl,rml,bsd,gsd,3,0,test
2,rrr,bsf,bsl,bsd,1,1,test
2,lll,rsd,rmd,rsf,1,0,test
2,rrl,gtf,btf,btd,1,0,test
2,lll,gtl,gtf,gsf,1,0,test
2,rrr,gtl,rsd,bmf,3,1,test
2,rrl,rml,gsf,btd,3,1,test
2,rrl,bml,btl,rtl,1,0,test
2,rrl,rsl,rml,rsd,1,0,test
2,rrr,rsf,gml,bsl,3,0,test
2,rlr,rtd,btd,gtd,1,1,test
2,rrr,bml,rtd,btf,3,0,test
2,lll,rsd,btf,gml,3,1,test
2,rrl,rsl,rtl,rml,1,1,test
2,rrr,gsl,gml,gsf,1,0,test
2,lll,rtf,gsl,gmf,3,0,test
2,lll,rtl,gsf,bmd,3,1,test
2,rlr,gmd,btf,bsd,3,0,test
2,lll,bsd,rsd,gsd,1,1,test
2,lll,gsd,btf,rml,3,1,test
2,rlr,gml,gsl,rml,1,0,test
2,lll,gsd,gmd,gtd,1,1,test
2,rrl,rtf,gsd,gtl,3,0,test
2,rrl,rsd,bml,gtf,3,1,test
2,rrr,btl,bml,gtl,1,0,test
2,rlr,rsd,gtf,rtl,3,0,test
2,rrr,bsf,gsf,gtf,1,0,test
2,rrr,gtd,bsf,bsl,3,0,test
2,rlr,btf,bmf,bmd,1,0,test
2,lll,btf,bmf,bsf,1,1,test
2,rlr,rtl,btl,gtl,1,1,test
2,rlr,rsd,gtl,bmf,3,1,test
2,rrl,rml,bsf,gmf,3,0,test
2,lll,bml,rtf,bsf,3,0,test
2,rlr,gtf,rsd,btf,3,0,test
2,rlr,rsd,bsd,rmd,1,0,test
2,rrl,rtf,rmf,rsf,1,1,test
2,rrl,bsl,rsl,gsl,1,1,test
2,rrr,gsd,bml,rtf,3,1,test
3,lll,gmf,rmf,gmd,1,0,test
3,lrl,gsd,gtd,btd,1,0,test
3,rll,rtd,rsd,rtf,1,0,test
3,rll,bsd,gtl,rmf,3,1,test
3,lll,bsl,rmf,gsl,3,0,test
3,lll,bml,gtf,gmd,3,0,test
3,rrr,gsf,bml,rtd,3,1,test
3,lll,bsl,bml,rsl,1,0,test
3,rrr,gsf,rsf,rmf,1,0,test
3,rll,bsl,gsl,rsl,1,1,test
3,lrl,gtf,bml,gmd,3,0,test
3,lll,gsd,bmf,rtl,3,1,test
3,lrl,gtf,bml,rmf,3,0,test
3,lll,bmf,bsf,btf,1,1,test
3,rrr,gsd,gsf,gsl,1,1,test
3,lll,gtl,gml,gsl,1,1,test
3,lrl,rsf,gsf,bsf,1,1,test
3,lll,rmf,gsd,btl,3,1,test
3,lrl,gsl,btf,rmd,3,1,test
3,rrr,gtf,bml,rml,3,0,test
3,rrr,gsf,gmf,gtf,1,1,test
3,rrr,rsf,btd,bmf,3,0,test
3,lll,rsf,rsd,rsl,1,1,test
3,rll,rtf,bsl,gmd,3,1,test
3,rll,gsf,gmf,rsf,1,0,test
3,rrr,btl,bml,bmd,1,0,test
3,rll,rtf,rmf,gtf,1,0,test
3,lll,gmf,bsl,rtd,3,1,test
3,lrl,gtf,btf,rtf,1,1,test
3,lrl,gsf,rtl,rmf,3,0,test
3,lrl,gsf,gsl,rsl,1,0,test
3,rrr,gtf,gsf,gsl,1,0,test
3,lll,rtd,rmd,rmf,1,0,test
3,rll,bmd,gmd,rmd,1,1,test
3,lll,gsf,rtd,gmd,3,0,test
3,rrr,btf,gmd,gsd,3,0,test
3,lrl,bml,btl,bsl,1,1,test
3,rll,rmd,rtd,rsd,1,1,test
3,rll,rmd,gtl,rtf,3,0,test
3,rll,rmf,gtl,gsl,3,0,test
3,lrl,gtl,gtf,gml,1,0,test
3,lrl,rmf,gtl,bsd,3,1,test
3,rrr,bmd,gtl,rsf,3,1,test
3,rrr,rtd,rtf,rtl,1,1,test
3,rrr,gmf,btd,rsl,3,1,test
3,lrl,bml,gsf,rtd,3,1,test
3,rll,bmf,rtd,btl,3,0,test
3,rll,rsf,btl,gmd,3,1,test
4,lll,rsf,rtf,rmf,1,1,test
4,lll,gsd,gtd,gmd,1,1,test
4,rrr,rmf,rmd,rsd,1,0,test
4,lrr,rml,bsd,rtd,3,0,test
4,lrr,rtl,bsd,gmf,3,1,test
4,lll,btf,bmf,gmf,1,0,test
4,rrr,rml,gml,bml,1,1,test
4,rrr,gtd,gmd,rmd,1,0,test
4,rrr,gtf,rsd,bml,3,1,test
4,lll,rsd,btl,rml,3,0,test
4,lll,rtd,gmf,bsl,3,1,test
4,lll,bsf,gsf,rsf,1,1,test
4,lrr,bsd,rmf,gsd,3,0,test
4,rlr,rtd,rmd,gmd,1,0,test
4,rlr,gsf,bmd,rtl,3,1,test
4,rrr,rmf,bsd,gtl,3,1,test
4,rlr,rmf,rml,rmd,1,1,test
4,lrr,gsf,rtd,btf,3,0,test
4,lrr,gsd,bsd,rsd,1,1,test
4,rrr,bsd,rtl,gmf,3,1,test
4,rrr,bsf,gtd,gsl,3,0,test
4,rlr,rsl,rml,rmd,1,0,test
4,rrr,gtl,bmf,gmd,3,0,test
4,lrr,btl,btf,rtl,1,0,test
4,rlr,rsd,btf,bsl,3,0,test
4,lll,rml,rtl,gml,1,0,test
4,rrr,bmf,rtd,rml,3,0,test
4,rlr,rtd,rtl,rtf,1,1,test
4,lrr,rmf,gsl,btd,3,1,test
4,rlr,gtl,bsf,rmd,3,1,test
4,rrr,rtl,rtd,rtf,1,1,test
4,rlr,gtf,rsl,rtd,3,0,test
4,rrr,bsd,rsd,bsl,1,0,test
4,lll,bsd,gml,rtf,3,1,test
4,lll,btd,gtd,gtl,1,0,test
4,rlr,rmd,rml,gml,1,0,test
4,lrr,btd,gsf,rml,3,1,test
4,lll,rmd,gsl,bml,3,0,test
4,lrr,rmd,rtd,rtf,1,0,test
4,lll,bml,rsf,gtd,3,1,test
4,rlr,bsl,bsf,bsd,1,1,test
4,rrr,gsl,rsl,bsl,1,1,test
4,lll,rsd,btf,rmd,3,0,test
4,lrr,gmf,gtf,gsf,1,1,test
4,lrr,gmd,gsd,rmd,1,0,test
4,rlr,bmf,gsl,rtd,3,1,test
4,lrr,bml,bsl,btl,1,1,test
4,rlr,gmd,rtf,gtl,3,0,test
5,llr,rtl,gtl,btl,1,1,test
5,lrl,bsd,bsl,bmd,1,0,test
5,llr,bsf,gmd,gsl,3,0,test
5,lll,rtl,gtl,rsl,1,0,test
5,lll,rmf,gtl,btl,3,0,test
5,llr,rtf,gtf,rtd,1,0,test
5,lll,bmd,rmd,gmd,1,1,test
5,lll,bsl,btl,bml,1,1,test
5,rrr,bmf,bml,gml,1,0,test
5,lrl,bmf,gmf,rmf,1,1,test
5,lrl,rsd,btl,bml,3,0,test
5,llr,gsf,gsl,gsd,1,1,test
5,lll,gsf,bml,gmd,3,0,test
5,lll,btf,bsf,btl,1,0,test
5,llr,bsf,bsd,rsf,1,0,test
5,llr,gsf,rtd,bml,3,1,test
5,lrl,btl,bsl,bml,1,1,test
5,lll,gml,btd,rsf,3,1,test
5,rrr,bmf,bml,bmd,1,1,test
5,rrr,bsd,rml,gtf,3,1,test
5,lrl,bmd,btd,rtd,1,0,test
5,rrr,bmf,rsl,rmd,3,0,test
5,rrr,rml,gtd,bsf,3,1,test
5,lrl,btd,gml,rsf,3,1,test
5,rrr,gsl,gsf,gml,1,0,test
5,lrl,rsf,gml,btd,3,1,test
5,lll,gsd,rml,bmd,3,0,test
5,lll,bsd,bmd,btd,1,1,test
5,lll,gmf,gsf,bmf,1,0,test
5,lll,gmd,btl,rsf,3,1,test
5,llr,gtd,gtl,btl,1,0,test
5,lrl,gml,rtf,bsd,3,1,test
5,lrl,bmd,rsl,rtl,3,0,test
5,lrl,gtd,bsf,gtl,3,0,test
5,rrr,bmd,bsd,btd,1,1,test
5,llr,rtd,bsl,gmf,3,1,test
5,llr,bmd,gtl,gsl,3,0,test
5,lrl,rsd,rtd,bsd,1,0,test
5,rrr,bmd,rsl,gsl,3,0,test
5,llr,rsd,bmf,gtl,3,1,test
5,rrr,rmf,gsl,gsd,3,0,test
5,rrr,btl,btd,rtd,1,0,test
5,llr,bml,rtd,rmf,3,0,test
5,rrr,gtf,gtl,gtd,1,1,test
5,lrl,btd,gtd,rtd,1,1,test
5,rrr,bmf,rtl,gsd,3,1,test
5,lll,bml,rtf,gsd,3,1,test
5,llr,rml,bml,gml,1,1,test
6,rrr,bmd,bml,gmd,1,0,test
6,rrl,rsf,gmd,btl,3,1,test
6,lll,rtl,gmd,bml,3,0,test
6,rlr,btl,btd,btf,1,1,test
6,rrr,btf,btl,btd,1,1,test
6,rrr,rtf,gsd,bml,3,1,test
6,lll,rml,gsd,btf,3,1,test
6,rrr,gtf,gmf,gmd,1,0,test
6,rlr,rmd,gsf,btl,3,1,test
6,rlr,rtl,rtf,rtd,1,1,test
6,lll,gtl,gtd,gtf,1,1,test
6,rrr,gsd,rmf,btl,3,1,test
6,rrl,rml,gsd,gsf,3,0,test
6,rlr,rmf,rmd,gmd,1,0,test
6,rlr,bmf,rtl,gmf,3,0,test
6,lll,gsd,rtf,gsl,3,0,test
6,lll,bmf,rsd,gtl,3,1,test
6,rlr,rtf,gsl,bmd,3,1,test
6,rlr,rsl,rsf,rsd,1,1,test
6,rrl,bmd,bml,bsd,1,0,test
6,rrr,gtd,btd,rtd,1,1,test
6,lll,btl,bsl,bsf,1,0,test
6,rrr,gtl,rmf,rsf,3,0,test
6,rrr,bsf,gtd,rml,3,1,test
6,rrl,gsf,bmd,gsl,3,0,test
6,lll,gtl,btl,rtl,1,1,test
6,rlr,rmf,rml,gmf,1,0,test
6,rlr,rmf,bsd,gsf,3,0,test
6,lll,gtd,gtl,gtf,1,1,test
6,rrr,gtd,gtf,gmd,1,0,test
6,rlr,bsl,rtd,gmf,3,1,test
6,rrl,gtd,rtd,gtl,1,0,test
6,lll,gmd,bsf,btd,3,0,test
6,rrr,bml,gtf,gtd,3,0,test
6,rrl,bml,bmf,bmd,1,1,test
6,rrr,rmd,bmd,gmd,1,1,test
6,rrl,bsl,rmd,gml,3,0,test
6,lll,gtf,gtd,btd,1,0,test
6,rrr,rsf,bmd,rtf,3,0,test
6,lll,bml,gml,bmd,1,0,test
6,rrl,rml,gml,rtl,1,0,test
6,rlr,gsf,gmf,bmf,1,0,test
6,rlr,gmd,bsl,btl,3,0,test
6,rrl,rsd,rmd,rtd,1,1,test
6,lll,gsf,rmd,btl,3,1,test
6,rrl,bml,rml,gml,1,1,test
6,rrl,rsl,btf,gmd,3,1,test
6,rrl,gtd,rsf,bml,3,1,test
